sms,amount,transaction_type,bank,merchant,account,date,reference,category
Rs 9657.16 debited to Swiggy from your A/c x1129 on 23/06/2023. Ref 5725397205,9657.16,debited,Axis,Swiggy,x1129,23/06/2023,5725397205,Food
Rs 4011.56 received to BigBasket from your A/c x6831 on 04/12/2024. Ref 8550023400,4011.56,received,Axis,BigBasket,x6831,04/12/2024,8550023400,Transport
Rs 5160.08 received to Uber from your A/c x2927 on 10/05/2024. Ref 9082904905,5160.08,received,Axis,Uber,x2927,10/05/2024,9082904905,Shopping
Rs 8976.53 sent to Swiggy from your A/c x9504 on 16/05/2024. Ref 6569252719,8976.53,sent,Axis,Swiggy,x9504,16/05/2024,6569252719,Food
Rs 780.64 credited to Flipkart from your A/c x7174 on 06/06/2024. Ref 3958590570,780.64,credited,Kotak,Flipkart,x7174,06/06/2024,3958590570,Grocery
Rs 8536.18 debited to Amazon from your A/c x1220 on 18/12/2024. Ref 3679382918,8536.18,debited,HSBC,Amazon,x1220,18/12/2024,3679382918,Shopping
Rs 1212.82 received to Amazon from your A/c x7915 on 25/10/2024. Ref 6423590951,1212.82,received,ICICI,Amazon,x7915,25/10/2024,6423590951,Shopping
Rs 8608.91 received to Flipkart from your A/c x2128 on 06/03/2025. Ref 4065085504,8608.91,received,HDFC,Flipkart,x2128,06/03/2025,4065085504,Grocery
Rs 4867.36 debited to Flipkart from your A/c x1922 on 29/04/2024. Ref 5295632751,4867.36,debited,HSBC,Flipkart,x1922,29/04/2024,5295632751,Grocery
Rs 1210.87 sent to Flipkart from your A/c x6587 on 03/09/2024. Ref 2756095445,1210.87,sent,Axis,Flipkart,x6587,03/09/2024,2756095445,Grocery
Rs 456.42 credited to Zomato from your A/c x8453 on 26/08/2023. Ref 8331546090,456.42,credited,Axis,Zomato,x8453,26/08/2023,8331546090,Food
Rs 1393.23 debited to Amazon from your A/c x3273 on 18/08/2023. Ref 8131083818,1393.23,debited,HDFC,Amazon,x3273,18/08/2023,8131083818,Shopping
Rs 5948.24 credited to Uber from your A/c x1148 on 02/05/2024. Ref 7447008393,5948.24,credited,ICICI,Uber,x1148,02/05/2024,7447008393,Shopping
Rs 799.32 debited to BigBasket from your A/c x4595 on 17/05/2024. Ref 4600388356,799.32,debited,HDFC,BigBasket,x4595,17/05/2024,4600388356,Transport
Rs 1726.58 debited to BigBasket from your A/c x1824 on 14/03/2025. Ref 8737836078,1726.58,debited,HSBC,BigBasket,x1824,14/03/2025,8737836078,Transport
Rs 6651.76 credited to Swiggy from your A/c x7679 on 11/04/2024. Ref 8763424964,6651.76,credited,Axis,Swiggy,x7679,11/04/2024,8763424964,Food
Rs 5194.18 debited to Flipkart from your A/c x9741 on 15/01/2025. Ref 2112683173,5194.18,debited,HSBC,Flipkart,x9741,15/01/2025,2112683173,Grocery
Rs 9309.87 sent to Uber from your A/c x8464 on 18/03/2023. Ref 8138394046,9309.87,sent,SBI,Uber,x8464,18/03/2023,8138394046,Shopping
Rs 1511.45 received to Flipkart from your A/c x6240 on 10/12/2023. Ref 1473209246,1511.45,received,Axis,Flipkart,x6240,10/12/2023,1473209246,Grocery
Rs 1655.13 received to Amazon from your A/c x1488 on 29/10/2023. Ref 4487483324,1655.13,received,Kotak,Amazon,x1488,29/10/2023,4487483324,Shopping
Rs 4522.71 sent to Uber from your A/c x1823 on 25/06/2023. Ref 8235141810,4522.71,sent,ICICI,Uber,x1823,25/06/2023,8235141810,Shopping
Rs 4912.12 credited to Swiggy from your A/c x3123 on 06/10/2024. Ref 4349276837,4912.12,credited,Kotak,Swiggy,x3123,06/10/2024,4349276837,Food
Rs 7900.59 sent to Flipkart from your A/c x2458 on 18/11/2024. Ref 6811751719,7900.59,sent,SBI,Flipkart,x2458,18/11/2024,6811751719,Grocery
Rs 1642.2 sent to Uber from your A/c x9253 on 20/03/2024. Ref 8050508973,1642.2,sent,HDFC,Uber,x9253,20/03/2024,8050508973,Shopping
Rs 648.9 sent to Amazon from your A/c x3866 on 11/05/2023. Ref 5087937673,648.9,sent,HDFC,Amazon,x3866,11/05/2023,5087937673,Shopping
Rs 1625.82 sent to Zomato from your A/c x2981 on 24/11/2024. Ref 1604781512,1625.82,sent,SBI,Zomato,x2981,24/11/2024,1604781512,Food
Rs 6265.88 sent to Swiggy from your A/c x8093 on 15/11/2023. Ref 4451710699,6265.88,sent,Kotak,Swiggy,x8093,15/11/2023,4451710699,Food
Rs 3471.42 received to Swiggy from your A/c x9585 on 30/01/2024. Ref 2403377212,3471.42,received,Kotak,Swiggy,x9585,30/01/2024,2403377212,Food
Rs 3289.01 received to BigBasket from your A/c x1385 on 03/04/2024. Ref 4567715793,3289.01,received,ICICI,BigBasket,x1385,03/04/2024,4567715793,Transport
Rs 6882.43 sent to Zomato from your A/c x3225 on 01/05/2023. Ref 6715230932,6882.43,sent,HSBC,Zomato,x3225,01/05/2023,6715230932,Food
Rs 160.33 debited to Flipkart from your A/c x7772 on 17/03/2024. Ref 6068520009,160.33,debited,ICICI,Flipkart,x7772,17/03/2024,6068520009,Grocery
Rs 2912.14 received to BigBasket from your A/c x5050 on 11/01/2025. Ref 1436294619,2912.14,received,ICICI,BigBasket,x5050,11/01/2025,1436294619,Transport
Rs 7641.48 credited to Uber from your A/c x8592 on 24/02/2025. Ref 1930368631,7641.48,credited,Axis,Uber,x8592,24/02/2025,1930368631,Shopping
Rs 1063.73 credited to Amazon from your A/c x3438 on 27/11/2024. Ref 2791215983,1063.73,credited,SBI,Amazon,x3438,27/11/2024,2791215983,Shopping
Rs 1833.93 received to Amazon from your A/c x3300 on 23/07/2024. Ref 2834785667,1833.93,received,ICICI,Amazon,x3300,23/07/2024,2834785667,Shopping
Rs 7167.8 received to Zomato from your A/c x8436 on 02/06/2024. Ref 2267589503,7167.8,received,Kotak,Zomato,x8436,02/06/2024,2267589503,Food
Rs 1325.28 credited to BigBasket from your A/c x7857 on 21/09/2023. Ref 8218967282,1325.28,credited,SBI,BigBasket,x7857,21/09/2023,8218967282,Transport
Rs 7458.31 received to Zomato from your A/c x2390 on 21/05/2023. Ref 7756088753,7458.31,received,ICICI,Zomato,x2390,21/05/2023,7756088753,Food
Rs 3549.12 sent to Zomato from your A/c x4238 on 04/03/2025. Ref 2958820764,3549.12,sent,ICICI,Zomato,x4238,04/03/2025,2958820764,Food
Rs 7551.45 credited to Amazon from your A/c x5017 on 30/07/2023. Ref 5025148830,7551.45,credited,Axis,Amazon,x5017,30/07/2023,5025148830,Shopping
Rs 2508.93 credited to Swiggy from your A/c x2358 on 06/09/2023. Ref 3032439874,2508.93,credited,HDFC,Swiggy,x2358,06/09/2023,3032439874,Food
Rs 6881.49 credited to Zomato from your A/c x3818 on 17/03/2024. Ref 8663681147,6881.49,credited,SBI,Zomato,x3818,17/03/2024,8663681147,Food
Rs 4571.93 debited to Uber from your A/c x9715 on 08/08/2023. Ref 9455234213,4571.93,debited,SBI,Uber,x9715,08/08/2023,9455234213,Shopping
Rs 3099.24 received to Swiggy from your A/c x8165 on 11/07/2023. Ref 5395234574,3099.24,received,Kotak,Swiggy,x8165,11/07/2023,5395234574,Food
Rs 3618.72 debited to Uber from your A/c x6549 on 28/02/2024. Ref 8670664597,3618.72,debited,HSBC,Uber,x6549,28/02/2024,8670664597,Shopping
Rs 9602.65 debited to Zomato from your A/c x5121 on 25/04/2023. Ref 6691260799,9602.65,debited,SBI,Zomato,x5121,25/04/2023,6691260799,Food
Rs 1135.08 received to Zomato from your A/c x2421 on 15/02/2024. Ref 1860637708,1135.08,received,ICICI,Zomato,x2421,15/02/2024,1860637708,Food
Rs 8868.01 received to Flipkart from your A/c x3340 on 31/10/2024. Ref 1342281746,8868.01,received,SBI,Flipkart,x3340,31/10/2024,1342281746,Grocery
Rs 8499.34 sent to BigBasket from your A/c x5344 on 01/08/2023. Ref 1267023862,8499.34,sent,HDFC,BigBasket,x5344,01/08/2023,1267023862,Transport
Rs 2024.46 credited to Swiggy from your A/c x8497 on 09/09/2024. Ref 9710541577,2024.46,credited,SBI,Swiggy,x8497,09/09/2024,9710541577,Food
Rs 3429.19 credited to Flipkart from your A/c x4876 on 16/06/2024. Ref 1956224607,3429.19,credited,SBI,Flipkart,x4876,16/06/2024,1956224607,Grocery
Rs 4482.92 sent to BigBasket from your A/c x3351 on 22/08/2024. Ref 3734453928,4482.92,sent,HSBC,BigBasket,x3351,22/08/2024,3734453928,Transport
Rs 8403.57 debited to Flipkart from your A/c x8588 on 03/07/2024. Ref 8513460841,8403.57,debited,HDFC,Flipkart,x8588,03/07/2024,8513460841,Grocery
Rs 5799.3 debited to Flipkart from your A/c x8178 on 03/05/2024. Ref 3126284656,5799.3,debited,ICICI,Flipkart,x8178,03/05/2024,3126284656,Grocery
Rs 4822.64 sent to Swiggy from your A/c x2110 on 14/01/2024. Ref 3591203587,4822.64,sent,Kotak,Swiggy,x2110,14/01/2024,3591203587,Food
Rs 1190.28 credited to Uber from your A/c x6032 on 11/05/2024. Ref 9038677782,1190.28,credited,SBI,Uber,x6032,11/05/2024,9038677782,Shopping
Rs 7340.63 sent to Flipkart from your A/c x4857 on 11/05/2023. Ref 5637894674,7340.63,sent,SBI,Flipkart,x4857,11/05/2023,5637894674,Grocery
Rs 6944.38 sent to Zomato from your A/c x3469 on 24/01/2024. Ref 9765918508,6944.38,sent,HSBC,Zomato,x3469,24/01/2024,9765918508,Food
Rs 9859.7 debited to BigBasket from your A/c x4579 on 03/07/2023. Ref 8317704266,9859.7,debited,Axis,BigBasket,x4579,03/07/2023,8317704266,Transport
Rs 6955.46 sent to Flipkart from your A/c x6754 on 20/12/2023. Ref 4082481417,6955.46,sent,Kotak,Flipkart,x6754,20/12/2023,4082481417,Grocery
Rs 6689.45 credited to Zomato from your A/c x3387 on 11/03/2025. Ref 2202579369,6689.45,credited,HDFC,Zomato,x3387,11/03/2025,2202579369,Food
Rs 3484.79 received to Uber from your A/c x3140 on 04/09/2024. Ref 5299644256,3484.79,received,HDFC,Uber,x3140,04/09/2024,5299644256,Shopping
Rs 8793.44 received to Zomato from your A/c x3529 on 10/07/2023. Ref 5233623719,8793.44,received,HDFC,Zomato,x3529,10/07/2023,5233623719,Food
Rs 5535.98 received to Flipkart from your A/c x9504 on 14/03/2025. Ref 2936712023,5535.98,received,ICICI,Flipkart,x9504,14/03/2025,2936712023,Grocery
Rs 5930.52 received to Swiggy from your A/c x2597 on 08/03/2025. Ref 2273448046,5930.52,received,HSBC,Swiggy,x2597,08/03/2025,2273448046,Food
Rs 9274.72 credited to Zomato from your A/c x6766 on 06/08/2023. Ref 2689639670,9274.72,credited,Axis,Zomato,x6766,06/08/2023,2689639670,Food
Rs 1251.64 received to Flipkart from your A/c x4668 on 29/11/2024. Ref 7939413195,1251.64,received,ICICI,Flipkart,x4668,29/11/2024,7939413195,Grocery
Rs 9682.16 debited to BigBasket from your A/c x8770 on 12/08/2023. Ref 2887981501,9682.16,debited,HSBC,BigBasket,x8770,12/08/2023,2887981501,Transport
Rs 4478.99 sent to BigBasket from your A/c x9877 on 17/07/2023. Ref 9526268842,4478.99,sent,HDFC,BigBasket,x9877,17/07/2023,9526268842,Transport
Rs 2100.68 credited to Amazon from your A/c x8505 on 09/12/2024. Ref 4719934798,2100.68,credited,Kotak,Amazon,x8505,09/12/2024,4719934798,Shopping
Rs 1895.05 debited to BigBasket from your A/c x3588 on 12/09/2023. Ref 9982279162,1895.05,debited,Axis,BigBasket,x3588,12/09/2023,9982279162,Transport
Rs 9427.25 sent to Uber from your A/c x6785 on 16/07/2024. Ref 2136888322,9427.25,sent,SBI,Uber,x6785,16/07/2024,2136888322,Shopping
Rs 6898.38 received to Uber from your A/c x8698 on 06/01/2025. Ref 4425636799,6898.38,received,Axis,Uber,x8698,06/01/2025,4425636799,Shopping
Rs 4105.67 received to BigBasket from your A/c x7201 on 12/02/2025. Ref 6248027374,4105.67,received,HSBC,BigBasket,x7201,12/02/2025,6248027374,Transport
Rs 1957.1 debited to Uber from your A/c x5464 on 17/11/2024. Ref 5390500305,1957.1,debited,Kotak,Uber,x5464,17/11/2024,5390500305,Shopping
Rs 1758.72 debited to Uber from your A/c x6762 on 10/03/2024. Ref 1119642489,1758.72,debited,HSBC,Uber,x6762,10/03/2024,1119642489,Shopping
Rs 4706.0 credited to Uber from your A/c x1435 on 05/01/2025. Ref 9452450895,4706.0,credited,Kotak,Uber,x1435,05/01/2025,9452450895,Shopping
Rs 3334.29 received to Swiggy from your A/c x1666 on 11/09/2023. Ref 7590608517,3334.29,received,HSBC,Swiggy,x1666,11/09/2023,7590608517,Food
Rs 1811.34 debited to Zomato from your A/c x7204 on 12/04/2023. Ref 6543297321,1811.34,debited,Axis,Zomato,x7204,12/04/2023,6543297321,Food
Rs 7031.2 debited to Uber from your A/c x1802 on 29/01/2024. Ref 6968169400,7031.2,debited,HSBC,Uber,x1802,29/01/2024,6968169400,Shopping
Rs 4504.53 received to Uber from your A/c x1514 on 01/10/2024. Ref 5215474263,4504.53,received,SBI,Uber,x1514,01/10/2024,5215474263,Shopping
Rs 2815.28 debited to Amazon from your A/c x7846 on 15/02/2025. Ref 7508482779,2815.28,debited,SBI,Amazon,x7846,15/02/2025,7508482779,Shopping
Rs 700.11 sent to Amazon from your A/c x6489 on 17/11/2023. Ref 4303202212,700.11,sent,HDFC,Amazon,x6489,17/11/2023,4303202212,Shopping
Rs 3114.49 credited to Swiggy from your A/c x5384 on 27/10/2023. Ref 6395311282,3114.49,credited,ICICI,Swiggy,x5384,27/10/2023,6395311282,Food
Rs 7175.2 received to Swiggy from your A/c x8743 on 21/09/2024. Ref 5044974070,7175.2,received,ICICI,Swiggy,x8743,21/09/2024,5044974070,Food
Rs 7096.36 sent to Flipkart from your A/c x6863 on 17/03/2023. Ref 2126545239,7096.36,sent,Kotak,Flipkart,x6863,17/03/2023,2126545239,Grocery
Rs 4763.94 received to Swiggy from your A/c x2855 on 19/02/2024. Ref 4680850932,4763.94,received,Axis,Swiggy,x2855,19/02/2024,4680850932,Food
Rs 4864.67 sent to Amazon from your A/c x5789 on 12/09/2024. Ref 8519145821,4864.67,sent,Axis,Amazon,x5789,12/09/2024,8519145821,Shopping
Rs 6538.55 credited to Swiggy from your A/c x2141 on 24/01/2025. Ref 1250751100,6538.55,credited,HDFC,Swiggy,x2141,24/01/2025,1250751100,Food
Rs 9601.45 debited to Uber from your A/c x7933 on 14/09/2024. Ref 1482841143,9601.45,debited,HSBC,Uber,x7933,14/09/2024,1482841143,Shopping
Rs 9325.14 received to Zomato from your A/c x4302 on 30/12/2024. Ref 3437339556,9325.14,received,SBI,Zomato,x4302,30/12/2024,3437339556,Food
Rs 5892.62 debited to Uber from your A/c x3336 on 10/02/2024. Ref 8266453675,5892.62,debited,SBI,Uber,x3336,10/02/2024,8266453675,Shopping
Rs 3192.85 credited to Uber from your A/c x7192 on 29/05/2023. Ref 1556733554,3192.85,credited,HDFC,Uber,x7192,29/05/2023,1556733554,Shopping
Rs 6205.33 credited to Swiggy from your A/c x2663 on 30/10/2024. Ref 3619681003,6205.33,credited,SBI,Swiggy,x2663,30/10/2024,3619681003,Food
Rs 1063.87 sent to BigBasket from your A/c x6391 on 16/11/2023. Ref 4989192157,1063.87,sent,HDFC,BigBasket,x6391,16/11/2023,4989192157,Transport
Rs 4600.89 sent to Flipkart from your A/c x5270 on 27/08/2024. Ref 4349446226,4600.89,sent,HSBC,Flipkart,x5270,27/08/2024,4349446226,Grocery
Rs 2942.03 received to Swiggy from your A/c x8403 on 12/12/2023. Ref 9820992709,2942.03,received,HDFC,Swiggy,x8403,12/12/2023,9820992709,Food
Rs 4449.62 credited to Flipkart from your A/c x1575 on 24/03/2023. Ref 2891400164,4449.62,credited,Kotak,Flipkart,x1575,24/03/2023,2891400164,Grocery
Rs 1997.55 debited to Swiggy from your A/c x7786 on 05/10/2024. Ref 8280194501,1997.55,debited,Kotak,Swiggy,x7786,05/10/2024,8280194501,Food
Rs 1103.87 credited to BigBasket from your A/c x3162 on 23/02/2024. Ref 2770347894,1103.87,credited,HDFC,BigBasket,x3162,23/02/2024,2770347894,Transport
Rs 2532.5 credited to BigBasket from your A/c x4933 on 02/02/2025. Ref 9660122295,2532.5,credited,Kotak,BigBasket,x4933,02/02/2025,9660122295,Transport
Rs 8417.98 received to Uber from your A/c x9216 on 31/03/2024. Ref 9281156261,8417.98,received,SBI,Uber,x9216,31/03/2024,9281156261,Shopping
Rs 4928.12 credited to Amazon from your A/c x8415 on 10/04/2024. Ref 9314695144,4928.12,credited,Axis,Amazon,x8415,10/04/2024,9314695144,Shopping
Rs 3928.37 received to BigBasket from your A/c x5981 on 24/09/2023. Ref 2930661387,3928.37,received,Kotak,BigBasket,x5981,24/09/2023,2930661387,Transport
Rs 6916.76 received to Amazon from your A/c x4741 on 04/09/2024. Ref 3251696200,6916.76,received,SBI,Amazon,x4741,04/09/2024,3251696200,Shopping
Rs 432.3 credited to Zomato from your A/c x7579 on 21/01/2025. Ref 9296355248,432.3,credited,SBI,Zomato,x7579,21/01/2025,9296355248,Food
Rs 6691.65 sent to Uber from your A/c x5164 on 23/09/2024. Ref 8517402975,6691.65,sent,ICICI,Uber,x5164,23/09/2024,8517402975,Shopping
Rs 7768.41 received to Swiggy from your A/c x8205 on 06/10/2023. Ref 8746373673,7768.41,received,ICICI,Swiggy,x8205,06/10/2023,8746373673,Food
Rs 6540.78 received to BigBasket from your A/c x8707 on 25/12/2023. Ref 2514851547,6540.78,received,SBI,BigBasket,x8707,25/12/2023,2514851547,Transport
Rs 1442.57 received to Flipkart from your A/c x5383 on 02/05/2024. Ref 5237873174,1442.57,received,Axis,Flipkart,x5383,02/05/2024,5237873174,Grocery
Rs 2695.17 debited to Zomato from your A/c x1145 on 15/06/2023. Ref 6368906439,2695.17,debited,SBI,Zomato,x1145,15/06/2023,6368906439,Food
Rs 6010.98 credited to Swiggy from your A/c x3922 on 17/10/2024. Ref 6756006378,6010.98,credited,ICICI,Swiggy,x3922,17/10/2024,6756006378,Food
Rs 6158.01 credited to Zomato from your A/c x7368 on 13/01/2024. Ref 8789914809,6158.01,credited,Kotak,Zomato,x7368,13/01/2024,8789914809,Food
Rs 1491.6 sent to Amazon from your A/c x9302 on 05/11/2023. Ref 8120617699,1491.6,sent,ICICI,Amazon,x9302,05/11/2023,8120617699,Shopping
Rs 5654.68 sent to Amazon from your A/c x8257 on 23/08/2023. Ref 3005047293,5654.68,sent,HDFC,Amazon,x8257,23/08/2023,3005047293,Shopping
Rs 4822.97 received to Flipkart from your A/c x3837 on 09/09/2023. Ref 7096743968,4822.97,received,Kotak,Flipkart,x3837,09/09/2023,7096743968,Grocery
Rs 5813.35 credited to Flipkart from your A/c x7883 on 09/10/2024. Ref 3682400592,5813.35,credited,ICICI,Flipkart,x7883,09/10/2024,3682400592,Grocery
Rs 8020.25 received to BigBasket from your A/c x9150 on 18/10/2023. Ref 7008017576,8020.25,received,ICICI,BigBasket,x9150,18/10/2023,7008017576,Transport
Rs 5436.57 debited to Uber from your A/c x3426 on 24/03/2023. Ref 9308834268,5436.57,debited,Kotak,Uber,x3426,24/03/2023,9308834268,Shopping
Rs 8329.17 debited to Uber from your A/c x5894 on 23/02/2024. Ref 9322880785,8329.17,debited,HDFC,Uber,x5894,23/02/2024,9322880785,Shopping
Rs 8491.25 credited to BigBasket from your A/c x9299 on 22/12/2023. Ref 9348014457,8491.25,credited,ICICI,BigBasket,x9299,22/12/2023,9348014457,Transport
Rs 2374.96 received to Swiggy from your A/c x2915 on 06/02/2025. Ref 5380512772,2374.96,received,SBI,Swiggy,x2915,06/02/2025,5380512772,Food
Rs 5026.64 credited to Amazon from your A/c x7562 on 14/12/2023. Ref 2526767490,5026.64,credited,SBI,Amazon,x7562,14/12/2023,2526767490,Shopping
Rs 6756.8 sent to Uber from your A/c x5827 on 15/10/2024. Ref 1998957600,6756.8,sent,SBI,Uber,x5827,15/10/2024,1998957600,Shopping
Rs 6547.46 received to BigBasket from your A/c x6066 on 10/07/2024. Ref 9680925500,6547.46,received,Axis,BigBasket,x6066,10/07/2024,9680925500,Transport
Rs 5500.64 received to Uber from your A/c x7498 on 21/12/2023. Ref 8509930726,5500.64,received,Axis,Uber,x7498,21/12/2023,8509930726,Shopping
Rs 6234.24 debited to BigBasket from your A/c x1082 on 14/01/2024. Ref 3406215593,6234.24,debited,SBI,BigBasket,x1082,14/01/2024,3406215593,Transport
Rs 7373.53 debited to Swiggy from your A/c x7522 on 08/06/2024. Ref 4024207739,7373.53,debited,SBI,Swiggy,x7522,08/06/2024,4024207739,Food
Rs 3200.04 sent to Zomato from your A/c x9661 on 18/11/2023. Ref 1196801840,3200.04,sent,Axis,Zomato,x9661,18/11/2023,1196801840,Food
Rs 4999.72 received to Flipkart from your A/c x2450 on 08/07/2024. Ref 1303884977,4999.72,received,HDFC,Flipkart,x2450,08/07/2024,1303884977,Grocery
Rs 8288.78 credited to Amazon from your A/c x3058 on 23/10/2023. Ref 4210674126,8288.78,credited,SBI,Amazon,x3058,23/10/2023,4210674126,Shopping
Rs 5039.45 debited to Flipkart from your A/c x7563 on 19/04/2024. Ref 5429319759,5039.45,debited,Kotak,Flipkart,x7563,19/04/2024,5429319759,Grocery
Rs 1233.94 credited to Uber from your A/c x7826 on 14/06/2024. Ref 3513418055,1233.94,credited,Axis,Uber,x7826,14/06/2024,3513418055,Shopping
Rs 1619.01 debited to Uber from your A/c x1816 on 29/06/2023. Ref 7640949847,1619.01,debited,SBI,Uber,x1816,29/06/2023,7640949847,Shopping
Rs 6527.97 received to Flipkart from your A/c x4576 on 24/06/2023. Ref 2579886123,6527.97,received,Axis,Flipkart,x4576,24/06/2023,2579886123,Grocery
Rs 3821.77 received to BigBasket from your A/c x1141 on 21/12/2023. Ref 5314015976,3821.77,received,ICICI,BigBasket,x1141,21/12/2023,5314015976,Transport
Rs 4395.48 sent to Swiggy from your A/c x8508 on 31/05/2024. Ref 7049568137,4395.48,sent,Axis,Swiggy,x8508,31/05/2024,7049568137,Food
Rs 8655.39 sent to Flipkart from your A/c x3900 on 10/03/2024. Ref 3817006974,8655.39,sent,ICICI,Flipkart,x3900,10/03/2024,3817006974,Grocery
Rs 5609.5 sent to Flipkart from your A/c x6413 on 22/08/2023. Ref 6218096383,5609.5,sent,Kotak,Flipkart,x6413,22/08/2023,6218096383,Grocery
Rs 3065.75 credited to Flipkart from your A/c x3773 on 27/04/2024. Ref 9385007954,3065.75,credited,HSBC,Flipkart,x3773,27/04/2024,9385007954,Grocery
Rs 2136.5 debited to Amazon from your A/c x2856 on 21/07/2023. Ref 8690075780,2136.5,debited,SBI,Amazon,x2856,21/07/2023,8690075780,Shopping
Rs 5971.82 received to Amazon from your A/c x8950 on 19/11/2024. Ref 3751969168,5971.82,received,ICICI,Amazon,x8950,19/11/2024,3751969168,Shopping
